sme_id,registration_date,country,region,urban_rural,sector,owner_age,owner_sex,owner_education,business_name,years_in_business,n_employees,annual_revenue_usd,annual_revenue_reported,currency_reported,business_expenses_usd,personal_income_usd,keeps_financial_records,registered_with_tax,has_physical_premises,phone_number,data_source,record_quality
SME_00312,2018-03-22,Nigeria,Enugu,urban,retail,39.0,Female,tertiary,Chidi Foods SARL,4.3,2,,,USD,,2294.58,Partially,No,Yes,+234051853649,business_registry,complete
SME_00313,2019-11-25,Nigeria,Kano,urban,retail,20.0,Female,secondary,Lagos Traders Limited,3.4,2,7806.48,7806.48,USD,4543.54,2224.93,Partially,No,No,+234889496048,business_registry,complete
SME_00314,2015-08-25,Nigeria,Ibadan,urban,food_processing,39.0,Male,primary,Ngozi Foods SARL,0.7,4,487.12,487.12,USD,224.24,646.24,No,No,Yes,+234587416373,business_registry,complete
SME_00315,2013-11-10,Nigeria,Kano,rural,retail,52.0,Male,secondary,Lagos Agro & Partners,9.8,9,2326.19,2326.19,USD,1413.52,278.5,Partially,No,Yes,+234439839824,business_registry,partial
SME_00316,2011-12-09,Nigeria,Port Harcourt,rural,retail,50.0,Female,primary,Victory Farm,1.4,22,11681.58,11681.58,USD,,14304.91,Yes,No,No,+234067040524,business_registry,complete
SME_00317,2005-10-15,Nigeria,Kano,urban,agriculture,38.0,Male,secondary,Naija Enterprises & Partners,8.9,4,5308.35,5308.35,USD,8383.87,,No,No,Yes,+234114718951,business_registry,complete
SME_00318,2009-10-24,Ghana,Tamale,urban,textile,22.0,Female,tertiary,Osei Transport Co.,5.7,18,1405.21,1405.21,USD,1119.66,156.47,No,No,Yes,+233591181667,business_registry,complete
SME_00319,2008-11-11,Nigeria,Ibadan,urban,retail,50.0,Female,secondary,Victory Supplies Co.,4.3,6,58.39,58.39,USD,24.35,591.84,No,No,Yes,+234048918429,business_registry,complete
SME_00320,2006-01-13,Morocco,Fes,rural,retail,47.0,Female,secondary,Tariq Textiles,5.7,2,802.58,802.58,USD,624.87,,Partially,Yes,No,+212616777145,business_registry,partial
SME_00321,2018-05-28,Morocco,Rabat,urban,agriculture,53.0,Male,tertiary,Sahara Hardware & Partners,10.5,4,67782.76,67782.76,USD,69959.54,2301.72,No,No,Yes,+212744147007,business_registry,complete
SME_00322,2011-05-11,Tanzania,Morogoro,rural,food_processing,38.0,Female,secondary,Selous Construction SARL,11.1,7,947.12,947.12,USD,137.92,415.77,No,No,Yes,+255057795005,business_registry,partial
SME_00323,2014-03-03,Nigeria,Enugu,urban,construction,19.0,Male,tertiary,Chidi Enterprises Limited,4.2,7,1466.73,1466.73,USD,1043.57,,Partially,Yes,No,+234161494046,business_registry,partial
SME_00324,2008-08-10,Tanzania,Zanzibar,rural,agriculture,49.0,Female,tertiary,Serengeti Services Group,12.5,2,2008.69,5021700.0,TZS,1210.2,,Yes,Don't know,No,+255889108164,business_registry,partial
SME_00325,2015-08-21,Rwanda,Kigali,urban,agriculture,42.0,Female,none,Inzira Transport Ltd,5.6,2,3194.44,3194.44,USD,159.72,298.67,No,No,Yes,+250268668097,business_registry,partial
SME_00326,2007-06-12,Ghana,Accra,rural,agriculture,60.0,Female,primary,Ama Bakery S.A.,5.1,2,455.14,455.14,USD,,20.9,No,No,Yes,+233408042944,business_registry,complete
SME_00327,2017-03-11,Rwanda,Huye,peri-urban,food_processing,42.0,Female,secondary,Inzira Services Group,9.8,3,5793.22,6951900.0,RWF,2110.0,,No,No,No,+250934731981,business_registry,complete
SME_00328,2018-04-14,Tanzania,Zanzibar,peri-urban,textile,41.0,Male,secondary,Kilimanjaro Farm & Partners,1.4,4,3089.61,3089.61,USD,1103.36,92.9,Partially,No,Yes,+255877836519,business_registry,complete
SME_00329,2010-08-09,Ghana,Kumasi,urban,retail,47.0,Male,secondary,Adjoa Hardware Co.,10.3,18,66.66,66.66,USD,98.14,150.88,Partially,Don't know,No,+233513388167,business_registry,complete
SME_00330,2008-10-28,Nigeria,Benin City,rural,retail,34.0,Female,tertiary,Obinna General Store SARL,2.5,2,50.0,50.0,USD,30.03,,No,No,Yes,+234176920886,business_registry,partial
SME_00331,2019-01-13,Uganda,Lira,peri-urban,services,33.0,Female,tertiary,Crane Transport & Sons,13.3,1,563.16,563.16,USD,425.13,820.9,Partially,No,Yes,+256553406394,business_registry,complete
SME_00332,2009-01-06,Kenya,Thika,peri-urban,services,40.0,Female,secondary,Uhuru Solutions & Partners,4.0,1,167.42,167.42,USD,194.58273326076792,294.64,No,No,Yes,+254214543982,business_registry,complete
SME_00333,2008-03-16,Uganda,Lira,rural,agriculture,29.0,Male,secondary,Pearl Farm & Associates,2.2,7,2583.16,9557700.0,UGX,1447.79,1150.22,No,No,Yes,+256920935488,business_registry,complete
SME_00334,2011-02-15,Rwanda,Rubavu,peri-urban,agriculture,39.0,Female,secondary,Kigali Agro & Sons,1.8,2,,,USD,,2337.88,No,No,Yes,+250991099830,business_registry,partial
SME_00335,2022-05-22,Kenya,Nyeri,urban,retail,68.0,Male,tertiary,Uhuru Electronics Group,3.4,4,3450.3,3450.3,USD,4461.14,167.2,No,No,Yes,+254050542647,business_registry,complete
SME_00336,2013-04-28,Ghana,Accra,peri-urban,services,56.0,Female,primary,Ama Services,2.8,2,3532.54,3532.54,USD,4580.02,741.38,Partially,No,Yes,+233288300742,business_registry,complete
SME_00337,2009-09-22,Kenya,Thika,rural,services,46.0,Male,tertiary,Harambee Traders & Sons,17.8,3,242.17,242.17,USD,246.63,808.79,No,No,Yes,+254870868043,business_registry,partial
SME_00338,2014-03-30,Uganda,Lira,rural,services,62.0,Male,secondary,Gorilla Hardware & Partners,24.9,2,768.41,768.41,USD,414.39,4001.22,No,No,Yes,+256128738911,business_registry,complete
SME_00339,2011-04-08,Kenya,Meru,urban,transport,31.0,Male,tertiary,Jambo Traders & Sons,2.8,2,546.8,546.8,USD,413.74,,No,No,No,+254338555968,business_registry,complete
SME_00340,2016-12-15,Morocco,Casablanca,peri-urban,retail,75.0,Male,tertiary,Fatima Electronics Ltd,4.9,10,7938.64,7938.64,USD,1655.68,41.75,No,No,No,+212754092620,business_registry,partial
SME_00341,2012-11-23,Kenya,Nairobi,rural,retail,36.0,Female,secondary,Uhuru Electronics SARL,7.3,11,1078.98,1078.98,USD,688.54,,Partially,No,No,+254193079305,business_registry,partial
SME_00342,2015-08-03,Senegal,Ziguinchor,urban,agriculture,68.0,Female,secondary,Fatou Textiles & Partners,4.1,6,14069.24,14069.24,USD,703.46,,Yes,No,Yes,+221465836253,business_registry,partial
SME_00343,2012-11-06,Rwanda,Kigali,rural,construction,68.0,Male,secondary,Urumuri Electronics Group,8.3,21,,,USD,,965.28,Partially,Yes,No,+250132204964,business_registry,partial
SME_00344,2013-08-31,Ghana,Tamale,urban,food_processing,18.0,Female,tertiary,Adjoa Services SARL,6.9,1,1159.8,1159.8,USD,1584.46,559.8,Partially,Yes,No,+233209982992,business_registry,partial
SME_00345,2013-01-16,Uganda,Entebbe,rural,retail,61.0,Male,none,Victory Construction S.A.,4.2,3,509.66,509.66,USD,30.82,988.53,No,No,No,+256798333043,business_registry,partial
SME_00346,2012-02-02,Rwanda,Kigali,rural,agriculture,38.0,Male,secondary,Hope Enterprises Co.,7.9,2,306.08,306.08,USD,433.82,1242.27,Yes,No,Yes,+250570894000,business_registry,complete
SME_00347,2022-05-04,Morocco,Fes,rural,services,34.0,Male,primary,Alaoui Foods & Associates,5.4,6,5312.95,53100.0,MAD,4709.24,2089.21,No,No,No,+212758274143,business_registry,complete
SME_00348,2009-10-13,Nigeria,Benin City,peri-urban,services,49.0,Male,tertiary,Emmanuel Agro S.A.,2.8,1,1235.66,1235.66,USD,278.44,519.48,Yes,No,Yes,+234470408496,business_registry,complete
SME_00349,2019-06-28,Ghana,Kumasi,urban,services,28.0,Female,primary,Mensah Construction Group,1.9,6,,,USD,,20.0,No,No,Yes,+233774484759,business_registry,minimal
SME_00350,2017-10-09,Kenya,Nairobi,rural,agriculture,48.0,Male,secondary,Jambo Enterprises S.A.,1.6,1,7440.91,7440.91,USD,9790.2,338.04,No,No,No,+254954782992,business_registry,complete
SME_00351,2014-07-01,Ghana,Tamale,rural,textile,29.0,Male,secondary,Adjoa General Store Co.,9.4,7,7690.33,7690.33,USD,9034.09,473.05,Yes,No,Yes,+233039707321,business_registry,complete
SME_00352,2010-09-17,Kenya,Nakuru,peri-urban,services,44.0,Male,tertiary,Harambee Traders & Partners,,9,,268.47,USD,,,No,Don't know,Yes,+254664198931,business_registry,minimal
SME_00353,2013-09-14,Tanzania,Dar es Salaam,peri-urban,services,59.0,Female,tertiary,Bora Solutions Ltd,3.5,1,2837.77,2837.77,USD,1181.34,127.63,No,Yes,Yes,+255610378599,business_registry,partial
SME_00354,2020-04-13,Ghana,Accra,peri-urban,services,47.0,Male,primary,Osei Tech Group,5.1,2,4271.26,4271.26,USD,640.93,316.37,Partially,No,Yes,+233678838231,business_registry,partial
SME_00355,2008-04-10,Tanzania,Morogoro,peri-urban,construction,37.0,Female,secondary,Serengeti Foods Ltd,6.8,10,31660.47,31660.47,USD,,2344.75,No,No,Yes,+255310391418,business_registry,complete
SME_00356,2015-07-19,Tanzania,Dar es Salaam,rural,textile,49.0,Male,secondary,Pwani General Store Limited,1.9,12,1099.88,1099.88,USD,712.91,,No,No,Yes,+255947526043,business_registry,partial
SME_00357,2018-10-05,Uganda,Gulu,peri-urban,food_processing,23.0,Female,secondary,Amara Solutions Limited,,1,,,USD,,,No,No,Yes,+256214078798,business_registry,minimal
SME_00358,2016-05-28,Rwanda,Kigali,rural,retail,31.0,Female,secondary,Gorilla Hardware,,5,,,RWF,,46.74,Partially,No,Yes,+250568241957,business_registry,minimal
SME_00359,2007-08-06,Tanzania,Arusha,peri-urban,retail,36.0,Male,secondary,Bora Hardware & Partners,16.4,6,14531.68,14531.68,USD,1690.86,45.81,No,No,No,+255282106093,business_registry,partial
SME_00360,2014-02-25,Ghana,Sunyani,rural,transport,52.0,Male,primary,Abena General Store,2.6,3,3044.57,36500.0,GHS,2820.96,931.49,Partially,Yes,Yes,+233989992411,business_registry,partial
SME_00361,2008-04-17,Morocco,Tangier,urban,food_processing,47.0,Male,tertiary,Hassan Tech S.A.,,12,,,USD,,67.22,No,No,Yes,+212825567836,business_registry,minimal
SME_00362,2021-09-14,Kenya,Meru,urban,agriculture,49.0,Female,primary,Furaha Transport Group,6.2,2,538.96,538.96,USD,523.1,565.41,No,No,No,+254280030239,business_registry,partial
SME_00363,2011-04-30,Kenya,Meru,urban,agriculture,41.0,Male,secondary,Furaha Foods Ltd,1.9,2,826.73,826.73,USD,1932.5742980524165,,Partially,No,Yes,+254397253629,business_registry,complete
SME_00364,2012-08-01,Kenya,Thika,rural,construction,31.0,Female,tertiary,Nguvu Transport S.A.,11.8,2,1132.1,1132.1,USD,,1162.97,No,Yes,Yes,+254393023027,business_registry,partial
SME_00365,2020-06-04,Ghana,Tamale,urban,construction,62.0,Female,tertiary,Adjoa Supplies Group,3.6,4,5230.47,5230.47,USD,261.52,381.35,No,Don't know,No,+233729879358,business_registry,partial
SME_00366,2012-09-06,Nigeria,Port Harcourt,peri-urban,textile,32.0,Female,secondary,Obinna General Store & Sons,4.0,3,3320.14,4980200.0,NGN,2590.46,6600.21,Partially,Yes,No,+234522149418,business_registry,partial
SME_00367,2008-06-28,Uganda,Jinja,rural,retail,47.0,Male,secondary,Gorilla Tech & Partners,2.9,7,428.13,428.13,USD,,255.83,No,No,Yes,+256733349656,business_registry,partial
SME_00368,2021-01-24,Ghana,Cape Coast,urban,services,40.0,Male,tertiary,Golden Services & Partners,,2,6833.43,6833.43,USD,578.11,781.19,No,No,Yes,+233776363562,business_registry,minimal
SME_00369,2016-08-28,Nigeria,Abuja,urban,transport,49.0,Female,tertiary,Obinna Enterprises Co.,6.1,3,1091.87,1091.87,USD,528.11,358.74,No,No,Yes,+234926876776,business_registry,complete
SME_00370,2015-11-19,Morocco,Oujda,peri-urban,retail,34.0,Male,secondary,Alaoui Electronics & Associates,5.5,4,1120.23,1120.23,USD,,474.06,Partially,Yes,Yes,+212912590242,business_registry,partial
SME_00371,2006-05-12,Uganda,Entebbe,peri-urban,agriculture,56.0,Female,tertiary,Hope Services & Sons,8.5,2,,5898.63,USD,,2184.78,No,Yes,No,+256519735197,business_registry,minimal
SME_00372,2013-01-29,Nigeria,Benin City,urban,tech,60.0,Male,tertiary,Emeka Services SARL,8.7,9,,,USD,,1681.46,No,No,Yes,+234293619393,business_registry,partial
SME_00373,2013-04-06,Nigeria,Benin City,rural,agriculture,55.0,Male,secondary,Obinna Textiles & Associates,16.7,6,2758.96,2758.96,USD,140.85,41.84,Partially,No,Yes,+234900298011,business_registry,complete
SME_00374,2009-09-19,Nigeria,Enugu,urban,food_processing,44.0,Male,tertiary,Obinna Tech Group,15.5,6,42993.76,42993.76,USD,34617.73,136.13,No,Don't know,Yes,+234781761147,business_registry,partial
SME_00375,2015-02-26,Kenya,Meru,rural,services,36.0,Female,tertiary,Karibu Traders Ltd,,1,,,USD,84.5,,No,No,Yes,+254624044313,business_registry,minimal
SME_00376,2009-05-29,Kenya,Eldoret,urban,services,79.0,Female,secondary,Safari General Store,6.5,14,8418.37,8418.37,USD,1256.07,89.22,Partially,No,Yes,+254016659790,business_registry,partial
SME_00377,2013-06-22,Morocco,Agadir,urban,retail,29.0,Female,secondary,Youssef Farm & Sons,,1,,,USD,,138.69,No,Yes,Yes,+212327698748,business_registry,minimal
SME_00378,2019-06-02,Tanzania,Zanzibar,urban,services,53.0,Male,secondary,Karibu Services Co.,6.4,7,,,USD,,1065.44,No,No,Yes,+255453470078,business_registry,complete
SME_00379,2018-03-24,Nigeria,Kaduna,urban,agriculture,46.0,Male,tertiary,Naija General Store & Sons,10.7,4,1547.07,1547.07,USD,,,No,No,Yes,+234697257045,business_registry,complete
SME_00380,2010-01-11,Uganda,Lira,rural,transport,41.0,Female,secondary,Amara Services & Sons,4.4,6,,1353.96,USD,,2261.93,Partially,No,Yes,+256301896778,business_registry,minimal
SME_00381,2008-09-25,Tanzania,Mwanza,peri-urban,agriculture,44.0,Male,secondary,Selous Tech SARL,,3,291.58,,USD,,,No,No,Yes,+255757508841,business_registry,minimal
SME_00382,2005-02-07,Morocco,Tangier,urban,services,35.0,Male,secondary,Atlas Services S.A.,11.1,4,130.46,1300.0,MAD,83.59,422.57,No,No,Yes,+212996550802,business_registry,complete
SME_00383,2011-03-21,Uganda,Mbarara,rural,services,47.0,Female,tertiary,Kigezi Farm Co.,2.3,7,50.0,50.0,USD,86.31,358.95,Partially,No,Yes,+256002481019,business_registry,complete
SME_00384,2005-05-08,Tanzania,Dodoma,rural,agriculture,46.0,Female,tertiary,Mwanga Hardware S.A.,0.6,3,1034.15,2585400.0,TZS,51.71,257.98,No,No,Yes,+255028749359,business_registry,complete
SME_00385,2007-04-23,Nigeria,Ibadan,urban,agriculture,77.0,Male,secondary,Emeka Solutions S.A.,10.9,4,1917.17,1917.17,USD,,59.81,Partially,No,No,+234821016017,business_registry,complete
SME_00386,2022-08-08,Senegal,Saint-Louis,urban,services,56.0,Male,tertiary,Moussa Enterprises & Partners,6.9,4,4382.44,4382.44,USD,7517.23092117486,4940.83,Partially,No,Yes,+221827100852,business_registry,complete
SME_00387,2020-05-23,Uganda,Lira,rural,agriculture,49.0,Female,primary,Pearl Foods,3.1,25,12161.51,44997600.0,UGX,12233.81,535.02,Partially,No,No,+256104182736,business_registry,partial
SME_00388,2015-01-27,Senegal,Dakar,urban,agriculture,49.0,Female,none,Teranga General Store S.A.,4.6,1,6823.18,6823.18,USD,3638.5,146.81,Partially,No,Yes,+221226339466,business_registry,complete
SME_00389,2018-12-07,Kenya,Nakuru,peri-urban,retail,66.0,Female,secondary,Furaha General Store SARL,1.6,11,8901.52,8901.52,USD,10563.24,1087.78,No,No,Yes,+254559298202,business_registry,partial
SME_00390,2013-10-18,Rwanda,Rubavu,peri-urban,textile,29.0,Male,secondary,Agaseke Electronics SARL,8.9,5,248.24,248.24,USD,154.35,,Yes,No,No,+250583478905,business_registry,complete
SME_00391,2015-10-26,Ghana,Kumasi,peri-urban,food_processing,39.0,Female,secondary,Sankofa Solutions SARL,8.8,5,10972.61,10972.61,USD,,,No,No,Yes,+233341544871,business_registry,complete
SME_00392,2021-07-06,Kenya,Nyeri,rural,retail,18.0,Female,tertiary,Amani Traders & Associates,4.4,1,,,USD,,303.89,No,No,Yes,+254028940578,business_registry,complete
SME_00393,2006-06-01,Ghana,Takoradi,peri-urban,tech,49.0,Female,secondary,Osei Supplies & Sons,,10,145.03,1700.0,GHS,125.71,330.75,Yes,No,Yes,+233009970248,business_registry,complete
SME_00394,2011-04-30,Ghana,Accra,urban,retail,53.0,Male,none,Osei Foods Co.,6.1,1,10332.92,10332.92,USD,17995.7207703368,661.94,No,Yes,Yes,+233959536046,business_registry,partial
SME_00395,2007-02-22,Kenya,Mombasa,peri-urban,retail,28.0,Female,tertiary,Uzuri Foods Co.,4.8,13,307.31,307.31,USD,38.48,1792.93,No,No,Yes,+254474960121,business_registry,partial
SME_00396,2019-04-21,Tanzania,Mbeya,peri-urban,retail,61.0,Female,secondary,Bora General Store & Sons,4.0,2,232.96,232.96,USD,89.38,146.82,No,No,Yes,+255707351095,business_registry,complete
SME_00397,2019-10-19,Rwanda,Musanze,peri-urban,retail,32.0,Female,secondary,Volcano Textiles & Associates,1.0,13,,,RWF,,78.35,No,No,No,+250583042087,business_registry,complete
SME_00398,2017-12-26,Nigeria,Enugu,urban,retail,37.0,Male,tertiary,Chidi General Store & Sons,1.1,2,2312.83,2312.83,USD,1873.74,1378.26,Partially,Yes,Yes,+234290072763,business_registry,complete
SME_00399,2015-12-15,Tanzania,Dodoma,urban,services,43.0,Male,secondary,Serengeti Supplies Ltd,6.4,2,230.07,230.07,USD,118.47,,Partially,Yes,Yes,+255479562243,business_registry,partial
SME_00400,2013-08-01,Tanzania,Mwanza,rural,agriculture,63.0,Male,primary,Mwanga Tech S.A.,3.5,3,,,USD,,693.31,No,No,No,+255698822178,business_registry,partial
SME_00401,2005-06-04,Nigeria,Abuja,rural,services,30.0,Male,tertiary,Emeka Traders Group,3.8,2,10091.62,15137400.0,NGN,21378.54121752317,727.98,Yes,No,Yes,+234398069071,business_registry,complete
SME_00402,2018-12-08,Morocco,Agadir,rural,agriculture,46.0,Male,tertiary,Alaoui Foods SARL,,3,173.05,173.05,USD,,,No,No,No,+212990794170,business_registry,minimal
SME_00403,2021-01-30,Uganda,Mbarara,peri-urban,retail,52.0,Female,tertiary,Grace Textiles & Sons,3.5,16,1164.34,1164.34,USD,654.87,4873.08,No,No,No,+256989764083,business_registry,complete
SME_00404,2022-05-17,Kenya,Thika,urban,agriculture,49.0,Male,secondary,Mama Tech & Partners,20.7,2,1163.13,1163.13,USD,780.69,881.55,No,Don't know,No,+254820307510,business_registry,complete
SME_00405,2011-02-24,Senegal,Kaolack,rural,food_processing,50.0,Male,secondary,Dakar Services Limited,,4,201819.15,201819.15,USD,121536.81,481.12,Partially,No,No,+221066385691,business_registry,complete
SME_00406,2008-08-10,Morocco,Marrakech,rural,services,52.0,Male,secondary,Alaoui Textiles & Associates,8.7,15,,,USD,,136.14,Partially,No,Yes,+212743699453,business_registry,minimal
SME_00407,2016-10-06,Nigeria,Benin City,urban,retail,34.0,Male,secondary,Emeka Enterprises Limited,4.3,4,117.36,117.36,USD,148.29,362.37,No,No,Yes,+234995035890,business_registry,complete
SME_00408,2005-04-26,Rwanda,Gicumbi,urban,agriculture,64.0,Female,none,Volcano General Store,6.0,10,,,USD,,1483.68,Yes,No,Yes,+250921989357,business_registry,partial
SME_00409,2006-01-31,Kenya,Mombasa,urban,agriculture,40.0,Male,tertiary,Amani Enterprises Co.,,6,474.46,474.46,USD,672.81,1964.05,No,No,No,+254608002658,business_registry,complete
SME_00410,2019-10-11,Senegal,Touba,peri-urban,transport,38.0,Female,primary,Moussa Agro S.A.,4.3,9,1599.02,959400.0,XOF,79.95,,Yes,No,Yes,+221918710168,business_registry,complete
SME_00411,2022-03-19,Ghana,Accra,urban,retail,60.0,Female,secondary,Kofi Electronics Limited,0.7,3,,,USD,,,No,No,Yes,+233272590213,business_registry,partial
SME_00412,2012-04-05,Ghana,Tamale,peri-urban,services,33.0,Female,tertiary,Abena Supplies & Sons,4.4,6,,,USD,,,Partially,Yes,No,+233568168469,business_registry,minimal
SME_00413,2014-02-19,Kenya,Nakuru,rural,retail,46.0,Female,tertiary,Tumaini General Store Co.,1.0,18,1758.7,1758.7,USD,202.94,,No,No,Yes,+254906102104,business_registry,complete
SME_00414,2014-10-17,Morocco,Oujda,urban,agriculture,32.0,Female,secondary,Rachid Enterprises Co.,2.3,3,264.1,264.1,USD,357.59,4009.66,Partially,No,Yes,+212443612030,business_registry,complete
SME_00415,2007-06-29,Kenya,Nyeri,rural,services,75.0,Male,primary,Amani Services & Sons,9.7,5,979.05,979.05,USD,344.0,,Partially,No,No,+254645721371,business_registry,complete
SME_00416,2009-01-01,Nigeria,Ibadan,peri-urban,retail,72.0,Male,secondary,Ngozi Enterprises Group,4.2,2,923.85,1385800.0,NGN,483.57,111.33,Partially,No,Yes,+234195836197,business_registry,partial
SME_00417,2010-05-15,Kenya,Meru,peri-urban,agriculture,40.0,Male,secondary,Karibu General Store Group,,9,,,KES,,,Partially,No,Yes,+254940434825,business_registry,minimal
SME_00418,2020-02-22,Uganda,Jinja,urban,textile,49.0,Female,tertiary,Grace Solutions Co.,4.0,1,7140.24,7140.24,USD,4264.53,286.04,No,Yes,Yes,+256375609930,business_registry,complete
SME_00419,2012-11-18,Kenya,Nyeri,rural,agriculture,42.0,Male,tertiary,Tumaini Electronics & Partners,4.1,3,5437.71,5437.71,USD,,,No,No,Yes,+254098959599,business_registry,partial
SME_00420,2017-12-22,Morocco,Casablanca,urban,retail,37.0,Male,primary,Youssef Foods SARL,14.7,9,406.8,406.8,USD,,398.68,No,No,No,+212632433872,business_registry,complete
SME_00421,2008-07-01,Ghana,Takoradi,urban,retail,43.0,Male,primary,Asante Textiles Limited,,3,2646.07,,GHS,,,No,No,Yes,+233515149948,business_registry,minimal
SME_00422,2022-02-24,Kenya,Mombasa,rural,retail,41.0,Male,secondary,Uzuri Agro & Partners,1.2,1,189.6,189.6,USD,315.79,509.07,Partially,Yes,Yes,+254985440223,business_registry,partial
SME_00423,2020-11-22,Kenya,Mombasa,peri-urban,services,21.0,Male,tertiary,Amani Farm Limited,1.8,2,4877.53,4877.53,USD,1832.86,469.87,Partially,No,Yes,+254737231416,business_registry,partial
SME_00424,2013-07-20,Kenya,Nyeri,urban,agriculture,45.0,Male,tertiary,Simba Foods & Partners,1.4,2,13456.43,13456.43,USD,1550.95,335.93,No,Yes,Yes,+254516802322,business_registry,partial
SME_00425,2009-01-22,Ghana,Takoradi,rural,textile,41.0,Female,none,Mensah Services Limited,2.2,14,50.0,50.0,USD,33.43,5636.35,Partially,No,No,+233952687755,business_registry,partial
SME_00426,2022-07-27,Rwanda,Nyagatare,peri-urban,food_processing,46.0,Female,tertiary,Inzira Construction Limited,,7,,,USD,965.03,2298.64,Partially,No,Yes,+250309522446,business_registry,minimal
SME_00427,2019-07-16,Nigeria,Benin City,peri-urban,textile,41.0,Female,tertiary,Grace Construction,2.6,8,1293.1,1293.1,USD,64.66,73.86,Partially,No,Yes,+234663512293,business_registry,complete
SME_00428,2014-03-11,Rwanda,Huye,rural,transport,37.0,Male,secondary,Gorilla Bakery S.A.,18.4,1,7782.0,7782.0,USD,7511.67,52.54,No,No,No,+250337548122,business_registry,complete
SME_00429,2009-10-24,Kenya,Meru,rural,textile,53.0,Male,primary,Furaha Textiles & Associates,2.7,3,,,USD,,,Yes,No,No,+254326106286,business_registry,minimal
SME_00430,2016-03-06,Rwanda,Gicumbi,rural,food_processing,49.0,Male,tertiary,Hope Services Group,5.7,14,513.16,513.16,USD,689.2336771801944,3167.53,No,No,Yes,+250647649261,business_registry,partial
SME_00431,2011-08-31,Morocco,Rabat,urban,retail,60.0,Female,secondary,Atlas Bakery Limited,8.9,8,2042.08,2042.08,USD,1922.54,157.52,No,No,Yes,+212160051873,business_registry,complete
SME_00432,2017-02-16,Uganda,Mbarara,rural,retail,48.0,Male,tertiary,Pearl Foods Co.,10.0,2,4575.07,4575.07,USD,3728.44,,No,No,Yes,+256796228421,business_registry,complete
SME_00433,2019-12-23,Uganda,Mbarara,urban,services,39.0,Male,secondary,Victory Electronics Co.,3.1,7,2220.71,2220.71,USD,1391.98,3289.79,No,Yes,Yes,+256665558174,business_registry,partial
SME_00434,2013-10-23,Rwanda,Huye,rural,retail,50.0,Male,tertiary,Inzira Enterprises Limited,4.3,1,7491.53,7491.53,USD,,,Partially,No,No,+250250442663,business_registry,complete
SME_00435,2005-11-13,Kenya,Kisumu,rural,services,18.0,Male,primary,Karibu Services & Partners,2.7,2,5302.03,5302.03,USD,4774.43,637.22,No,No,No,+254794539089,business_registry,complete
SME_00436,2015-02-15,Kenya,Nakuru,urban,agriculture,70.0,Female,secondary,Jambo Services Co.,5.5,1,605.0,605.0,USD,186.23,1499.78,Partially,No,Yes,+254519045775,business_registry,complete
SME_00437,2020-06-12,Kenya,Eldoret,urban,transport,45.0,Male,primary,Jambo Textiles SARL,1.3,3,,,USD,,439.15,No,No,No,+254388793737,business_registry,complete
SME_00438,2009-01-07,Tanzania,Dodoma,rural,agriculture,71.0,Male,secondary,Selous Hardware Group,1.8,6,4131.2,4131.2,USD,2435.42,348.25,Yes,No,Yes,+255799630895,business_registry,partial
SME_00439,2022-04-05,Uganda,Kampala,peri-urban,textile,30.0,Male,primary,Kigezi Farm Group,4.6,1,369.48,1367100.0,UGX,242.63,3171.9,Partially,No,Yes,+256685908117,business_registry,complete
SME_00440,2011-07-09,Ghana,Sunyani,urban,agriculture,27.0,Male,secondary,Ama Solutions Co.,8.0,3,452.73,452.73,USD,514.55,236.9,No,No,Yes,+233519453156,business_registry,partial
SME_00441,2017-04-22,Rwanda,Rubavu,rural,agriculture,47.0,Male,secondary,Inyange Services S.A.,,2,,133700.0,RWF,,,No,No,No,+250098418500,business_registry,minimal
SME_00442,2017-08-18,Kenya,Mombasa,rural,transport,47.0,Female,tertiary,Safari Textiles Limited,8.0,2,12890.77,12890.77,USD,16266.1,8206.77,Partially,No,Yes,+254689911581,business_registry,complete
SME_00443,2008-04-11,Uganda,Gulu,urban,transport,46.0,Female,primary,Bwindi Bakery Group,,1,76334.25,,USD,,,No,No,Yes,+256149758585,business_registry,minimal
SME_00444,2005-09-14,Kenya,Thika,peri-urban,services,44.0,Female,secondary,Kilimo Traders Group,14.5,11,456.05,456.05,USD,,7828.31,Partially,No,Yes,+254778245707,business_registry,complete
SME_00445,2022-01-25,Nigeria,Port Harcourt,urban,tech,33.0,Male,secondary,Tunde Tech Ltd,2.2,2,4350.9,4350.9,USD,,838.84,Partially,Yes,No,+234250092143,business_registry,partial
SME_00446,2017-08-07,Uganda,Mbarara,urban,retail,22.0,Male,secondary,Grace Solutions & Sons,11.8,3,,,UGX,,,Partially,No,Yes,+256600131321,business_registry,minimal
SME_00447,2016-05-10,Senegal,Ziguinchor,urban,transport,45.0,Male,secondary,Moussa Textiles Ltd,6.4,2,189.05,189.05,USD,78.55,1407.02,Partially,No,No,+221946799089,business_registry,partial
SME_00448,2010-06-19,Ghana,Accra,rural,retail,25.0,Male,secondary,Ama Agro S.A.,,5,,,USD,,,No,No,Yes,+233873089633,business_registry,minimal
SME_00449,2006-12-12,Kenya,Meru,rural,food_processing,23.0,Male,secondary,Bora Transport SARL,1.6,33,16896.42,16896.42,USD,6017.81,4973.36,Partially,No,Yes,+254735792371,business_registry,complete
